Iteration:0, Loss:0.033
Iteration:1, Loss:0.031
Iteration:2, Loss:0.031
Iteration:3, Loss:0.030
Iteration:4, Loss:0.032
Iteration:5, Loss:0.032
Iteration:6, Loss:0.031
Iteration:7, Loss:0.031
Iteration:8, Loss:0.032
Iteration:9, Loss:0.032
Iteration:10, Loss:0.032
Iteration:11, Loss:0.031
Iteration:12, Loss:0.031
Iteration:13, Loss:0.031
Iteration:14, Loss:0.031
Iteration:15, Loss:0.031
Iteration:16, Loss:0.031
Iteration:17, Loss:0.031
Iteration:18, Loss:0.031
Iteration:19, Loss:0.031
Iteration:20, Loss:0.031
Iteration:21, Loss:0.031
Iteration:22, Loss:0.031
Iteration:23, Loss:0.031
Iteration:24, Loss:0.031
Iteration:25, Loss:0.031
Iteration:26, Loss:0.031
Iteration:27, Loss:0.031
Iteration:28, Loss:0.031
Iteration:29, Loss:0.031
Iteration:30, Loss:0.031
Iteration:31, Loss:0.031
Iteration:32, Loss:0.031
Iteration:33, Loss:0.031
Iteration:34, Loss:0.031
Iteration:35, Loss:0.031
Iteration:36, Loss:0.031
Iteration:37, Loss:0.031
Iteration:38, Loss:0.031
Iteration:39, Loss:0.031
Iteration:40, Loss:0.031
Iteration:41, Loss:0.030
Iteration:42, Loss:0.030
Iteration:43, Loss:0.030
Iteration:44, Loss:0.030
Iteration:45, Loss:0.031
Iteration:46, Loss:0.031
Iteration:47, Loss:0.031
Iteration:48, Loss:0.030
Iteration:49, Loss:0.030
Iteration:50, Loss:0.030
Iteration:51, Loss:0.030
Iteration:52, Loss:0.030
Iteration:53, Loss:0.030
Iteration:54, Loss:0.031
Iteration:55, Loss:0.031
Iteration:56, Loss:0.030
Iteration:57, Loss:0.030
Iteration:58, Loss:0.030
Iteration:59, Loss:0.030
Iteration:60, Loss:0.030
Iteration:61, Loss:0.030
Iteration:62, Loss:0.030
Iteration:63, Loss:0.030
Iteration:64, Loss:0.030
Iteration:65, Loss:0.030
Iteration:66, Loss:0.030
Iteration:67, Loss:0.030
Iteration:68, Loss:0.030
Iteration:69, Loss:0.030
Iteration:70, Loss:0.030
Iteration:71, Loss:0.030
Iteration:72, Loss:0.030
Iteration:73, Loss:0.030
Iteration:74, Loss:0.030
Iteration:75, Loss:0.030
Iteration:76, Loss:0.030
Iteration:77, Loss:0.030
Iteration:78, Loss:0.030
Iteration:79, Loss:0.031
Iteration:80, Loss:0.031
Iteration:81, Loss:0.031
Iteration:82, Loss:0.030
Iteration:83, Loss:0.030
Iteration:84, Loss:0.030
Iteration:85, Loss:0.031
Iteration:86, Loss:0.031
Iteration:87, Loss:0.031
Iteration:88, Loss:0.031
Iteration:89, Loss:0.031
Iteration:90, Loss:0.031
Iteration:91, Loss:0.031
Iteration:92, Loss:0.031
Iteration:93, Loss:0.031
Iteration:94, Loss:0.031
Iteration:95, Loss:0.031
Iteration:96, Loss:0.031
Iteration:97, Loss:0.031
Iteration:98, Loss:0.031
Iteration:99, Loss:0.031
Iteration:100, Loss:0.031
Iteration:101, Loss:0.031
Iteration:102, Loss:0.031
Iteration:103, Loss:0.031
Iteration:104, Loss:0.031
Iteration:105, Loss:0.031
Iteration:106, Loss:0.031
Iteration:107, Loss:0.031
Iteration:108, Loss:0.031
Iteration:109, Loss:0.031
Iteration:110, Loss:0.031
Iteration:111, Loss:0.031
Iteration:112, Loss:0.031
Iteration:113, Loss:0.031
Iteration:114, Loss:0.031
Iteration:115, Loss:0.031
Iteration:116, Loss:0.031
Iteration:117, Loss:0.031
Iteration:118, Loss:0.031
Iteration:119, Loss:0.031
Iteration:120, Loss:0.031
Iteration:121, Loss:0.031
Iteration:122, Loss:0.031
Iteration:123, Loss:0.031
Iteration:124, Loss:0.031
Iteration:125, Loss:0.031
Iteration:126, Loss:0.030
Iteration:127, Loss:0.031
Iteration:128, Loss:0.031
Iteration:129, Loss:0.031
Iteration:130, Loss:0.031
Iteration:131, Loss:0.031
Iteration:132, Loss:0.030
Iteration:133, Loss:0.030
Iteration:134, Loss:0.030
Iteration:135, Loss:0.030
Iteration:136, Loss:0.030
Iteration:137, Loss:0.030
Iteration:138, Loss:0.030
Iteration:139, Loss:0.030
Iteration:140, Loss:0.030
Iteration:141, Loss:0.030
Iteration:142, Loss:0.030
Iteration:143, Loss:0.030
Iteration:144, Loss:0.030
Iteration:145, Loss:0.030
Iteration:146, Loss:0.030
Iteration:147, Loss:0.031
Iteration:148, Loss:0.030
Iteration:149, Loss:0.030
Iteration:150, Loss:0.030
Iteration:151, Loss:0.030
Iteration:152, Loss:0.030
Iteration:153, Loss:0.030
Iteration:154, Loss:0.030
Iteration:155, Loss:0.030
Iteration:156, Loss:0.030
Iteration:157, Loss:0.030
Iteration:158, Loss:0.030
Iteration:159, Loss:0.030
Iteration:160, Loss:0.030
Iteration:161, Loss:0.030
Iteration:162, Loss:0.030
Iteration:163, Loss:0.030
Iteration:164, Loss:0.030
Iteration:165, Loss:0.030
Iteration:166, Loss:0.030
Iteration:167, Loss:0.030
Iteration:168, Loss:0.030
Iteration:169, Loss:0.030
Iteration:170, Loss:0.030
Iteration:171, Loss:0.030
Iteration:172, Loss:0.030
Iteration:173, Loss:0.030
Iteration:174, Loss:0.030
Iteration:175, Loss:0.030
Iteration:176, Loss:0.030
Iteration:177, Loss:0.030
Iteration:178, Loss:0.030
Iteration:179, Loss:0.030
Iteration:180, Loss:0.030
Iteration:181, Loss:0.030
Iteration:182, Loss:0.030
Iteration:183, Loss:0.030
Iteration:184, Loss:0.030
Iteration:185, Loss:0.030
Iteration:186, Loss:0.030
Iteration:187, Loss:0.030
Iteration:188, Loss:0.030
Iteration:189, Loss:0.030
Iteration:190, Loss:0.030
Iteration:191, Loss:0.030
Iteration:192, Loss:0.030
Iteration:193, Loss:0.030
Iteration:194, Loss:0.030
Iteration:195, Loss:0.030
Iteration:196, Loss:0.030
Iteration:197, Loss:0.030
Iteration:198, Loss:0.030
Iteration:199, Loss:0.030
Iteration:200, Loss:0.030
Iteration:201, Loss:0.030
Iteration:202, Loss:0.030
Iteration:203, Loss:0.030
Iteration:204, Loss:0.030
Iteration:205, Loss:0.030
Iteration:206, Loss:0.030
Iteration:207, Loss:0.030
Iteration:208, Loss:0.030
Iteration:209, Loss:0.030
Iteration:210, Loss:0.030
Iteration:211, Loss:0.030
Iteration:212, Loss:0.030
Iteration:213, Loss:0.030
Iteration:214, Loss:0.030
Iteration:215, Loss:0.030
Iteration:216, Loss:0.030
Iteration:217, Loss:0.030
Iteration:218, Loss:0.030
Iteration:219, Loss:0.030
Iteration:220, Loss:0.030
Iteration:221, Loss:0.030
Iteration:222, Loss:0.030
Iteration:223, Loss:0.030
Iteration:224, Loss:0.030
Iteration:225, Loss:0.030
Iteration:226, Loss:0.030
Iteration:227, Loss:0.030
Iteration:228, Loss:0.030
Iteration:229, Loss:0.030
Iteration:230, Loss:0.030
Iteration:231, Loss:0.030
Iteration:232, Loss:0.030
Iteration:233, Loss:0.030
Iteration:234, Loss:0.030
Iteration:235, Loss:0.030
Iteration:236, Loss:0.030
Iteration:237, Loss:0.030
Iteration:238, Loss:0.030
Iteration:239, Loss:0.030
Iteration:240, Loss:0.030
Iteration:241, Loss:0.030
Iteration:242, Loss:0.030
Iteration:243, Loss:0.030
Iteration:244, Loss:0.030
Iteration:245, Loss:0.030
Iteration:246, Loss:0.030
Iteration:247, Loss:0.030
Iteration:248, Loss:0.030
Iteration:249, Loss:0.030
Iteration:250, Loss:0.030
Iteration:251, Loss:0.030
Iteration:252, Loss:0.030
Iteration:253, Loss:0.030
Iteration:254, Loss:0.030
Iteration:255, Loss:0.030
Iteration:256, Loss:0.030
Iteration:257, Loss:0.030
Iteration:258, Loss:0.030
Iteration:259, Loss:0.030
Iteration:260, Loss:0.030
Iteration:261, Loss:0.030
Iteration:262, Loss:0.030
Iteration:263, Loss:0.030
Iteration:264, Loss:0.030
Iteration:265, Loss:0.030
Iteration:266, Loss:0.030
Iteration:267, Loss:0.030
Iteration:268, Loss:0.030
Iteration:269, Loss:0.030
Iteration:270, Loss:0.030
Iteration:271, Loss:0.030
Iteration:272, Loss:0.030
Iteration:273, Loss:0.030
Iteration:274, Loss:0.030
Iteration:275, Loss:0.030
Iteration:276, Loss:0.030
Iteration:277, Loss:0.030
Iteration:278, Loss:0.030
Iteration:279, Loss:0.030
Iteration:280, Loss:0.030
Iteration:281, Loss:0.030
Iteration:282, Loss:0.030
Iteration:283, Loss:0.030
Iteration:284, Loss:0.030
Iteration:285, Loss:0.030
Iteration:286, Loss:0.030
Iteration:287, Loss:0.030
Iteration:288, Loss:0.030
Iteration:289, Loss:0.030
Iteration:290, Loss:0.030
Iteration:291, Loss:0.030
Iteration:292, Loss:0.030
Iteration:293, Loss:0.030
Iteration:294, Loss:0.030
Iteration:295, Loss:0.030
Iteration:296, Loss:0.030
Iteration:297, Loss:0.030
Iteration:298, Loss:0.030
Iteration:299, Loss:0.030
Iteration:300, Loss:0.030
Iteration:301, Loss:0.030
Iteration:302, Loss:0.030
Iteration:303, Loss:0.030
Iteration:304, Loss:0.030
Iteration:305, Loss:0.030
Iteration:306, Loss:0.030
Iteration:307, Loss:0.030
Iteration:308, Loss:0.030
Iteration:309, Loss:0.030
Iteration:310, Loss:0.030
Iteration:311, Loss:0.030
Iteration:312, Loss:0.030
Iteration:313, Loss:0.030
Iteration:314, Loss:0.030
Iteration:315, Loss:0.030
Iteration:316, Loss:0.030
Iteration:317, Loss:0.030
Iteration:318, Loss:0.030
Iteration:319, Loss:0.030
Iteration:320, Loss:0.030
Iteration:321, Loss:0.030
Iteration:322, Loss:0.030
Iteration:323, Loss:0.030
Iteration:324, Loss:0.030
Iteration:325, Loss:0.030
Iteration:326, Loss:0.030
Iteration:327, Loss:0.030
Iteration:328, Loss:0.030
Iteration:329, Loss:0.030
Iteration:330, Loss:0.030
Iteration:331, Loss:0.030
Iteration:332, Loss:0.030
Iteration:333, Loss:0.030
Iteration:334, Loss:0.030
Iteration:335, Loss:0.030
Iteration:336, Loss:0.030
Iteration:337, Loss:0.030
Iteration:338, Loss:0.030
Iteration:339, Loss:0.030
Iteration:340, Loss:0.030
Iteration:341, Loss:0.030
Iteration:342, Loss:0.030
Iteration:343, Loss:0.030
Iteration:344, Loss:0.030
Iteration:345, Loss:0.030
Iteration:346, Loss:0.030
Iteration:347, Loss:0.030
Iteration:348, Loss:0.030
Iteration:349, Loss:0.030
Iteration:350, Loss:0.030
Iteration:351, Loss:0.030
Iteration:352, Loss:0.030
Iteration:353, Loss:0.030
Iteration:354, Loss:0.030
Iteration:355, Loss:0.030
Iteration:356, Loss:0.030
Iteration:357, Loss:0.030
Iteration:358, Loss:0.030
Iteration:359, Loss:0.030
Iteration:360, Loss:0.030
Iteration:361, Loss:0.030
Iteration:362, Loss:0.030
Iteration:363, Loss:0.030
Iteration:364, Loss:0.030
Iteration:365, Loss:0.030
Iteration:366, Loss:0.030
Iteration:367, Loss:0.030
Iteration:368, Loss:0.030
Iteration:369, Loss:0.030
Iteration:370, Loss:0.030
Iteration:371, Loss:0.030
Iteration:372, Loss:0.030
Iteration:373, Loss:0.030
Iteration:374, Loss:0.030
Iteration:375, Loss:0.030
Iteration:376, Loss:0.030
Iteration:377, Loss:0.030
Iteration:378, Loss:0.030
Iteration:379, Loss:0.030
Iteration:380, Loss:0.030
Iteration:381, Loss:0.030
Iteration:382, Loss:0.030
Iteration:383, Loss:0.030
Iteration:384, Loss:0.030
Iteration:385, Loss:0.030
Iteration:386, Loss:0.030
Iteration:387, Loss:0.030
Iteration:388, Loss:0.030
Iteration:389, Loss:0.030
Iteration:390, Loss:0.030
Iteration:391, Loss:0.030
Iteration:392, Loss:0.030
Iteration:393, Loss:0.030
Iteration:394, Loss:0.030
Iteration:395, Loss:0.030
Iteration:396, Loss:0.030
Iteration:397, Loss:0.030
Iteration:398, Loss:0.030
Iteration:399, Loss:0.030
Iteration:400, Loss:0.030
Iteration:401, Loss:0.030
Iteration:402, Loss:0.030
Iteration:403, Loss:0.030
Iteration:404, Loss:0.030
Iteration:405, Loss:0.030
Iteration:406, Loss:0.030
Iteration:407, Loss:0.030
Iteration:408, Loss:0.030
Iteration:409, Loss:0.030
Iteration:410, Loss:0.030
Iteration:411, Loss:0.030
Iteration:412, Loss:0.030
Iteration:413, Loss:0.030
Iteration:414, Loss:0.030
Iteration:415, Loss:0.030
Iteration:416, Loss:0.030
Iteration:417, Loss:0.030
Iteration:418, Loss:0.030
Iteration:419, Loss:0.030
Iteration:420, Loss:0.030
Iteration:421, Loss:0.030
Iteration:422, Loss:0.030
Iteration:423, Loss:0.030
Iteration:424, Loss:0.030
Iteration:425, Loss:0.030
Iteration:426, Loss:0.030
Iteration:427, Loss:0.030
Iteration:428, Loss:0.030
Iteration:429, Loss:0.030
Iteration:430, Loss:0.030
Iteration:431, Loss:0.030
Iteration:432, Loss:0.030
Iteration:433, Loss:0.030
